Brand,Name,Ingredients,has_palm,palm_matches
BELIF,Peat Miracle Revital Cream,"Water, Dipropylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Triethylhexanoin, Cyclopentasiloxane, 1,2-Hexanediol, Cetearyl Alcohol, C14-22 Alcohols, Glyceryl Stearate, Silica, Poncirus Trifoliata Fruit Extract, Panthenol, Perfluorononylethyl Stearyl Dimethicone, Jojoba Esters, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Avena Sativa (Oat) Kernel Extract**, Calendula Officinalis Flower Extract**, Nepeta Cataria Extract**, Rubus Idaeus (Raspberry) Leaf Extract**, Baptisia Tinctoria Root Extract**, Stellaria Media (Chickweed) Extract**, Alchemilla Vulgaris Leaf Extract+, Viola Tricolor Extract+, Rosa Damascena Flower Extract+, Spiraea Ulmaria Flower Extract+, Althaea Officinalis Root Extract+, Ceramide Np, Phytosphingosine, Cetearyl Olivate, Sucrose Polystearate, Hydrogenated Lecithin, Peg-10 Rapeseed Sterol, Glycereth-20, Cetyl Palmitate, Sorbitan Palmitate, Sorbitan Olivate, Peg-100 Stearate, C12-20 Alkyl Glucoside, Niacinamide, Alanyl Glutamine, Dimethicone, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Xanthan Gum, Mica, Titanium Dioxide, Iron Oxides(Ci 77491), Trisodium Edta, Potassium Hydroxide, Fragrance++, Citronellol, Limonene, Geraniol, Linalool*. *Fragrances Of Natural Origin",True,"['Glyceryl Stearate', 'Cetyl Palmitate']"
MURAD,Hydro-Dynamic® Ultimate Moisture,"Water, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glycerin, Sunflower Seed Oil, Butylene Glycol, Glyceryl Stearate, Glyceryl Behenate/Eiosadioate, Dicaprylyl Carbonate, Shea Butter, Cetearyl Alcohol, Myristyl Myristate, Cetyl Alcohol, Ethoxydiglycol, Phenyl Trimethicone, Stearic Acid, Oat Kernel Extract, Saccharomyces Cerevisiae Extract, Laminaria Digitata Extract, Yeast Amino Acids, Betaine, Inositol, Taurine, Trehalose, Soybean Sterols, Corn Starch, Olive Fruit Oil, Avocado Oil, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Linoleic Acid, Phospholipids, Polysorbate 60, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Isohexadecane, Glyceryl Polymethacrylate, Panthenol, Jojoba Alcohol, Potassium Jojobate, Polysorbate 80, Urea, Glucosamine HCI, PEG-8, Bisabolol, Sorbitan Oleate, Cetearyl Methicone, Dimethicone, Palmitoyl Oligopeptide, Retinyl Palmitate, Allantoin, Xanthan Gum, Disodium EDTA, BHT, Ethylhexylglycerin, Chlorphenesin, Phenoxyethanol.",True,"['Glyceryl Stearate', 'Stearic Acid']"
FIRST AID BEAUTY,Ultra Repair Hydra-Firm Sleeping Cream,"Water, Glycerin, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea) Butter, Dimethicone, Glyceryl Stearate, C10-18 Triglycerides, Ethylhexyl Palmitate, Lactobacillus Ferment, Jojoba Esters, Cetyl Alcohol, Niacinamide, Spilanthes Acmella Flower Extract, Helianthus Annuus (Sunflower) Seed Cera (Wax), Acacia Decurrens Flower Cera (Wax), Algae Extract, Palmitoyl Tripeptide-38, Sodium Hyaluronate, Avena Sativa (Oat) Kernel Flour, Palmitoyl Hexapeptide-12, Palmitoyl Tetrapeptide-7, Camellia Sinensis Leaf Extract, Chrysanthemum Parthenium (Feverfew) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Hydroxypropyl Cyclodextrin, Sodium Lactate, Butylene Glycol, PEG-75 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ceteth-20, Steareth-20, Polyglycerin-3, Carbomer, Polysorbate 20, Phenoxyethanol, Xanthan Gum, Tetrasodium EDTA, Sodium Hydroxide.",True,['Glyceryl Stearate']
MURAD,Retinol Youth Renewal Night Cream,"Water, Dimethicone, Glycerin, Butyrospermum Parkii (Shea) Butter, Stearyl Dimethicone, Caprylic/Capric Triglyceride, Arachidyl Alcohol, Octyldodecanol, Cetearyl Alcohol, Squalane, Borago Officinalis Seed Oil, Retinyl Propionate, Retinol, Swertia Chirata Leaf Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glycine Soja (Soybean) Extract, Polymethylsilsesquioxane, Macrocystis Pyrifera (Kelp) Extract, Hydrolyzed Vegetable Protein, PVP, Ahnfeltiopsis Concinna Extract, Isopropyl Palmitate, Lecithin, Cetearyl Olivate, Octadecane, Disteardimonium Hectorite, Propylene Carbonate, Oleyl Alcohol, Dioscorea Villosa (Wild Yam) Root Extract, Glycine Soja (Soybean) Sterols, Hydrolyzed Yeast Extract, Cetyl Hydroxyethylcellulose, Polyglucuronic Acid, Sorbitan Olivate, Behenyl Alcohol, Arachidyl Glucoside, Tocopheryl Acetate, Zinc Gluconate, Sodium Polyacrylate, Dicaprylyl Carbonate, Polyglyceryl-3 Caprate, Xanthan Gum, Disodium EDTA, Sodium Hydroxide, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Fragrance, Alpha-Isomethyl Ionone, Citronellol, Yellow 5 (CI 19140), Red 4 (CI 14700).",True,['Isopropyl Palmitate']
ORIGINS,A Perfect World™ SPF 40 Age-Defense Moisturizer with White Tea,"Avobenzone 3.0%, Homosalate 8.0%, Octinoxate 7.5%, Octisalate 4.5%, Octocrylene 5.0%Water, Butylene Glycol, Glycerin, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Polyethylene, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Citrus Limon (Lemon) Peel Oil*, Citrus Aurantium Dulcis (Orange) Oil*, Cinnamomum Camphora (Camphor) Bark Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Magnolia Acuminata Flower Extract, Iris Pallida Root Extract, Rosa Damascena Extract, Citral, Linalool, Limonene, Cetyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Peg-6, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Solanum Tuberosum (Potato) Pulp Extract, Lycium Chinense (Wolfberry) Fruit Extract, Eriobotrya Japonica (Loquat) Leaf Extract, Passiflora Incarnata Flower Extract, Leontopodium Alpinum Extract, Betula Alba (Birch) Bark Extract, Camellia Sinensis (White Tea) Leaf Extract, Boswellia Serrata Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Thermus Thermophillus Ferment, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Triticum Vulgare (Wheat) Germ Extract, Saccharomyces Lysate Extract, Lythrum Salicaria Extract, Yeast Extract/Faex/Extrait De Levure, Algae Extract, Oryzanol, Squalane, Ethylhexylglycerin, Trehalose, Steareth-21, Ergothioneine, Sodium Hyaluronate, Vp/Eicosene Copolymer, Nylon-12, Caprylyl Glycol, Sodium Pca, Sodium Dehydroacetate, Tocopheryl Acetate, Urea, Ascorbyl Tocopheryl Maleate, Citric Acid, Polyquaternium-51, Hexylene Glycol, Lecithin, Sodium Phytate, Bht, Mica, Phenoxyethanol * Essential Oil Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",True,['Glyceryl Stearate']
LANEIGE,Water Bank Hydrating Gel,"Water, Butylene Glycol, Cyclopentasiloxane, Glycerin, Alcohol, Cyclohexasiloxane, Dimethicone, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Zinc Sulfate, Manganese Sulfate, Calcium Chloride, Ascorbyl Glucoside, Chamaecyparis Obtusa Water, Sodium Hyaluronate, Ceramide 3, Acetyl Glucosamine, Copper Tripeptide-1, Niacinamide, Tocopherol, Limnanthes Alba (Meadowfoam) Seed Oil, Glyceryl Stearate, Dicaprylyl Carbonate, Cyclomethicone, Cetearyl Alcohol, Cetyl Ethylhexanoate, Stearic Acid, Ammonium Acryloyldimethyltaurate, VP Copolymer, Ethylhexylglycerin, Trisiloxane, Palmitic Acid, Phenyl Methicone, Potassium Cetyl Phosphate, Polyglyceryl-10 Stearate, Polyglyceryl-3 Methylglucose Distearate, Polysorbate 20, Polysilicone-11, Polyacrylate-13, Polyethylene, Polyisobutene, Propylene Glycol, PEG-100 Stearate, PEG-5 Rapeseed Sterol, PEG, PPG-20, 15 Dimethicone, Phytosphingosine, Hydrogenated Lecithin, Hydrogenated Polyisobutene, Hydroxyethyl Acrylate, Sodium Acryloyldimethyl Taurate Copolymer, Disodium EDTA, Phenoxyethanol, Fragrance.",True,"['Glyceryl Stearate', 'Stearic Acid']"
DR. DENNIS GROSS SKINCARE,Ferulic + Retinol Anti-Aging Moisturizer,"Water, Dimethicone, Cyclopentasiloxane, Isododecane, Dimethiconol, Cyclohexasiloxane, Cyclotetrasiloxane, Butylene Glycol, Caprylic/Capric Triglyceride, Stearyl Dimethicone, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Potassium Cetyl Phosphate, Octadecene, Cetearyl Alcohol, Polymethyl Methacrylate, Isohexadecane, Collagen Amino Acids, Ferulic Acid, Gallic Acid, Ellagic Acid, Arnica Montana Flower Extract, Centella Asiatica Extract, Retinol, Glycyrrhiza Glabra (Licorice) Root Extract, Tocopherol, Morus Alba Leaf Extract, Sodium Hyaluronate, Arctostaphylos Uva Ursi Leaf Extract, Glycolic Acid, Lactic Acid, Hydrolyzed Soy Protein, Glycine Soja (Soybean) Oil, Adenosine, Saccharide Isomerate, Salix Alba (Willow) Bark Extract, Tetrapeptide-21, Caprylyl Glycol, Glycerin, Glyceryl Behenate, Acrylates/Carbamate Copolymer, Leuconostoc/Radish Root Ferment Filtrate, Helianthus Annuus (Sunflower) Seed Oil, Tetrahydropiperine, BHT, Benzophenone-3, Glyceryl Stearate SE, Citric Acid, Bis-Vinyl Dimethicone/Dimethicone Copolymer, Dimethicone Crosspolymer-3, Cyclodextrin, Sodium Citrate, Tetrasodium EDTA, Ascorbyl Palmitate, Hexylene Glycol, Polysorbate 80, Behenic Acid, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Citral, Limonene, Linalool, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Annatto (CI 75120).",True,"['Glyceryl Stearate', 'Ascorbyl Palmitate']"
REN CLEAN SKINCARE,Evercalm™ Overnight Recovery Balm,"Coco-Caprylate/Caprate, Glycerin, Water, Almond/Borage/Linseed/Olive Acids/Glycerides, Polyglyceryl-6 Distearate, Jojoba Esters, Oryza Sativa Starch, Cetyl Alcohol, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Glyceryl Caprylate, Polyglyceryl-3 Beeswax, Sodium Stearoyl Glutamate, Benzyl Alcohol, Parfum (Fragrance), Hippophae Rhamnoides Oil, Tocopherol, Magnesium Carboxymethyl Beta-Glucan, Dehydroacetic Acid, Eclipta Prostrata Extract, Eclipta Prostrata Leaf Extract, Moringa Oleifera Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis Leaf Extract, Citronellol, Geraniol, Limonene, Linalool. *100% Natural Fragrance.",True,['Glyceryl Stearate']
ORIGINS,Dr. Andrew Weil For Origins™ Mega-Bright SPF 30 Skin Tone Correcting Oil-Free Moisturizer,"Water, Butyloctyl Salicylate, Behenyl Alcohol, Nylon-12, Octyldodecyl Neopentanoate, Butylene Glycol, Dimethicone, Myristyl Myristate, Cetyl Esters, Ascorbyl Glucoside, Polyethylene, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Citrus Aurantium Dulcis (Orange) Peel Oil*, Pelargonium Graveolens Flower Oil*, Cananga Odorata Flower Oil*, Eugenia Caryophyllus (Clove) Bud Oil*, Rosa Damascena Flower Oil*, Jasminum Officinale (Jasmine) Oil*, Viola Odorata Flower/Leaf Extract, Polianthes Tuberosa Extract, Farnesol, Eugenol, Benzyl Salicylate, Citronellol, Citral, Benzyl Benzoate, Geraniol, Rosa Roxburghii Fruit Extract, Paeonia Albiflora (Peony) Root Extract, Molasses Extract\Saccharum Officinarum\Extrait De Mélasse, Citrus Grandis (Grapefruit) Peel Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Palmaria Palmata Extract, Morus Nigra (Mulberry) Root Extract, Punica Granatum (Pomegranate) Fruit Juice, Scutellaria Baicalensis Root Extract, Hydrolyzed Rice Bran Extract, Gentiana Lutea (Gentian) Root Extract, Curcuma Longa (Turmeric) Root Extract, Vitis Vinifera (Grape) Fruit Extract, Sucrose**, Glyceryl Stearate, Peg-100 Stearate, Peg-6, Glycerin, Cholesterol, Linoleic Acid, Salicylic Acid, Di-Ppg-2 Myreth-10 Adipate, Sodium Hyaluronate, Betaine, Dipotassium Glycyrrhizate, Steareth-21, Trehalose, Tocopheryl Acetate, Myristyl Laurate, Trisiloxane, Di-C12-18 Alkyl Dimonium Chloride, Caprylyl Glycol, Squalane, Myristyl Alcohol, Tromethamine, Sodium Dehydroacetate, Hexylene Glycol, Sodium Hydroxide, Phenoxyethanol, Mica*, Essential Oil**, Organic Sucrose (Brown Sugar).",True,['Glyceryl Stearate']
FIRST AID BEAUTY,Ultra Repair Face Moisturizer,"Water, Glyceryl Stearate Se, Glycerin, Caprylic/Capric Triglyceride, Cetyl Alcohol, Collodial Oatmeal, Dimethicone, Squalane, Urea, Allantoin, Ceramide Np, Butyrospermum Parkii (Shea) Butter, Limnanthes Alba (Meadowfoam) Seed Oil, Persea Gratissima (Avocado) Oil, Chrysanthemum Parthenium (Feverfew) Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Caprylyl Glycol, Phenoxyethanol, Carbomer, Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Edta.",True,['Glyceryl Stearate']
MURAD,Skin Perfecting Lotion - Blemish Prone/Oily Skin,"Water, Dicaprylyl Maleate, C12-15 Alkyl Benzoate, Butylene Glycol, Glycerin, Sorbitan Stearate, Squalane, Stearic Acid, Retinol, Caprylic/Capric Triglyceride, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Arnica Montana Flower Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Hydrolyzed Soy Flour, Spiraea Ulmaria Extract, Honey (Mel) Extract, Cetearyl Alcohol, Ceteareth-20, Talc, Glycolipids, Sodium Hyaluronate, Panthenol, Lecithin, Avena Sativa (Oat) Kernel Protein, Tocopherol, Magnesium Ascorbyl Phosphate , Chondrus Crispus (Carrageenan) Extract, Dimethicone, Sodium PCA, Allantoin, Sclerotium Gum, Carbomer, Disodium EDTA, Aminomethyl Propanol, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Citrus Aurantium Dulcis (Orange) Fruit Extract.",True,['Stearic Acid']
ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Cream,"Avobenzone 3.0%, Homosalate 5.0%, Octisalate 4.5%, Octocrylene 2.8%Water, Butyloctyl Salicylate, Nylon-12, Behenyl Alcohol, Octyldodecyl Neopentanoate, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Butylene Glycol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Glycerin, Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Peg-6, Peg-100 Stearate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Steareth-21, Anogeissus Leiocarpus Bark Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Bambusa Vulgaris (Bamboo) Extract, Peucedanum Graveolens (Dill) Extract, Coffea Arabica (Coffee) Seed Extract, Laminaria Digitata Extract, Trehalose, Cassia Alata Leaf Extract, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Caffeine, Acetyl Hexapeptide-8, Di-Ppg-2 Myreth-10 Adipate, Caprylyl Glycol, Micrococcus Lysate, Cholesterol, Lecithin, Trisiloxane, Linoleic Acid, Phytosphingosine, Ethylhexylglycerin, Sodium Pca, Squalane, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Crithmum Maritimum Extract, Hydrolyzed Algin, Sodium Dehydroacetate, Maltodextrin, Hexylene Glycol, Citric Acid, Potassium Sorbate, Disodium Edta, Phenoxyethanol, Mica * Essential Oil Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",True,['Glyceryl Stearate']
LA MER,The Moisturizing Soft Lotion,"Algae (Seaweed) Extract, Petrolatum, Isocetyl Stearoyl Stearate, Butyrospermum Parkii (Shea Butter), Butylene Glycol, Cyclopentasiloxane, Dimethicone, Glyceryl Stearate, Cetyl Esters, Phenyl Trimethicone, Diethylhexyl Succinate, Cyclohexasiloxane, Cholesterol, Steareth-10, Glyceryl Stearate Se, Polysilicone-11, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Water, Salicornia Herbacea Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Citrus Aurantifolia (Lime) Peel Extract, Sea Salt/Maris Sal/Sel Marin, Chlorella Vulgaris Extract, Hydrolyzed Rice Extract, Micrococcus Lysate, Laminaria Digitata Extract, Plankton Extract, Caffeine, Glucose Oxidase, Trehalose, Sucrose, Acetyl Hexapeptide-8, Lactoperoxidase, Hydrolyzed Algin, Glyceryl Dilaurate, Alcaligenes Polysaccharides, Isohexadecane, Caprylic/Capric Triglyceride, Dipalmitoyl Hydroxyproline, Distearyldimonium Chloride, Glycerin, Tocopheryl Acetate, Steareth-21, Polyquaternium-51, Saccharide Isomerate, Tetrahexyldecyl Ascorbate, Sodium Pca, Urea, Glucose, Polysorbate 80, Sodium Hyaluronate, Cetyl Alcohol, Alcohol Denat., Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Fragrance, Lecithin, Bht, Linalool, Citronellol, Hydroxycitronellal, Geraniol, Limonene, Benzyl Salicylate, Phenoxyethanol",True,"['Glyceryl Stearate', 'Glyceryl Stearate']"
CLINIQUE,Acne Solutions BB Cream Broad Spectrum SPF 40,"Octinoxate 7.5% , Octisalate 2.0% , Titanium Dioxide 1.6%Water , Methyl Trimethicone , Alcohol , Ethylhexyl Palmitate , Peg-9 Polydimethylsiloxyethyl Dimethicone , Propanediol , Glycerin , Glyceryl Caprylate , Peg-3 Dimethicone , Dimethicone , Tocopheryl Acetate , Lecithin , Triethoxycaprylylsilane , Stearyl Glycyrrhetinate , Sorbitan Sesquiisostearate , Sodium Hyaluronate , Pyridoxine Hcl , Stearic Acid , Hesperidin Methyl Chalcone , Palmitoyl Tetrapeptide-7 , Sodium Chloride , Aluminum Hydroxide , Steareth-20 , Dipeptide-2 , Silica , Sodium Citrate , Phenoxyethanol , [+/- Mica , Iron Oxides (Ci 77491) , Iron Oxides (Ci 77492) , Iron Oxides (Ci 77499) , Titanium Dioxide (Ci 77891)]",True,['Stearic Acid']
SHISEIDO,Benefiance WrinkleResist24 Night Emulsion,"Water, Glycerin, Dipropylene Glycol, Pentaerythrityl Tetraethylhexanoate, Mineral Oil (Paraffinum Liquidum), Dimethicone, Sd Alcohol 40-B (Alcohol Denat.), Petrolatum, Hydrogenated Polydecene, Glyceryl Stearate Se, Behenyl Alcohol, Peg-6, Peg-32, Squalane, Peg-5 Glyceryl Stearate, Phenoxyethanol, Stearic Acid, Isostearic Acid, Behenic Acid, Fragrance (Parfum), Microcrystalline Wax (Cera Microcristallina), Carbomer, Peg/Ppg-17/4 Dimethyl Ether, Phytosteryl Macadamiate, Alcohol, Potassium Hydroxide, Tocopheryl Acetate, Dipotassium Glycyrrhizate, Butylene Glycol, Disodium Edta, Butylphenyl Methylpropional, Sodium Metaphosphate, Limonene, Linalool, Sapindus Mukurossi Peel Extract (Sapindus Mukurossi), Citronellol, Alpha-Isomethyl Ionone, Geraniol, Benzyl Benzoate, Hexyl Cinnamal, Uncaria Gambir Extract (Uncaria Gambir), Sodium Acetylated Hyaluronate, Hydroxyproline, Hypericum Erectum Extract, Iron Oxides (Ci 77491), Chlorella Vulgaris Extract, Tocopherol.",True,"['Glyceryl Stearate', 'Glyceryl Stearate', 'Stearic Acid', 'stearic Acid']"
MURAD,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,"Water, Butylene Glycol, Stearic Acid, Diisopropyl Sebacate, Cocoglycerides, Lauryl Lactate, Glyceryl Stearate, PEG-100 Stearate, Isodecyl Neopentanoate, Dimethicone, Cetyl Alcohol, Cetyl Phosphate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Pelvetia Canaliculata Extract, Ectoin, Ginkgo Biloba Leaf Extract, Grape Seed Extract, Passiflora Incarnata Extract, Tetrahexyldecyl Ascorbate, Sodium PCA, Panthenol, Tripleurospermum Maritimum Extract, Zinc Gluconate, Ethyl Linoleate, Magnesium Aluminum Silicate, Xanthan Gum, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene*, Linalool *, Fragrance, Yellow 6 (CI 15985), Red 33 (CI 17200). *Allergen.",True,"['Stearic Acid', 'Glyceryl Stearate', 'Ascorbyl Palmitate']"
CLINIQUE,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,"Water, Squalane, Octyldodecyl Neopentanoate, Butylene Glycol, Propanediol, Glyceryl Stearate, Behenyl Alcohol, Peg-40 Stearate, Polyglyceryl-10 Pentastearate, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Trehalose, Caffeine, Glycerin, Linoleic Acid, Lecithin, Stearic Acid, Hydrogenated Lecithin, Sorbitol, Polyglyceryl-6 Polyricinoleate, Tocopheryl Acetate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Stearoyl Lactylate, Sodium Hyaluronate, Tetrahexyldecyl Ascorbate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isopropyl Titanium Triisostearate, Synthetic Fluorphlogopite, Xanthan Gum, Silica, Alumina, Sodium Dehydroacetate, Tin Oxide, Disodium Edta, Phenoxyethanol, [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499)].",True,"['Glyceryl Stearate', 'Stearic Acid']"
SHISEIDO,Future Solution LX Total Regenerating Cream,"Dipropylene Glycol, Glycerin, Dimethicone, Butylene Glycol, Xylitol, Piperidinepropionic Acid, Petrolatum, Mineral Oil(Paraffinum Liquidum/Huile Minerale), Diisostearyl Malate, Myristyl Myristate, Pentaerythrityl Tetrabehenate/Benzoate/Ethylhexanoate, Behenyl Alcohol, Glyceryl Stearate Se, Stearyl Alcohol, Pentaerythrityl Tetraethylhexanoate, Batyl Alcohol, Dimethicone Crosspolymer, Beheneth-20, Phenoxyethanol, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Fragrance, Sorbitan Tristearate, Sodium Methyl Stearoyl Taurate, Peg/Ppg-17/4 Dimethyl Ether, Tocopheryl Acetate, Sodium Citrate, Bht, Xanthan Gum, Trisodium Edta, Sodium Metabisulfite, Linalool, Citric Acid, Sodium Metaphosphate, Iron Oxides (Ci 77492), Phytosteryl/Octyldodecyl Lauroyl Glutamate, Butylphenyl Methylpropional, Alcohol, Limonene, 2-O-Ethyl Ascorbic Acid, Alpha-Isomethyl Ionone, Citronellol, Geraniol, Benzyl Benzoate, Prunus Speciosa Leaf Extract, Angelica Acutiloba Root Extract, Iron Oxides (Ci 77491), Sanguisorba Officinalis Root Extract, Isodonis Japonicus Leaf/Stalk Extract, Camellia Sinensis Leaf Extract, Tocopherol.",True,['Glyceryl Stearate']
CLARINS,Multi-Active Night Cream - Normal to Combination Skin,"Water, Glycerin, Isononyl Isononanoate, Caprylic/Capric Triglyceride, Butyro - Spermum Parkii (Shea) Butter, Cetearyl Alcohol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Propanediol, Glyceryl Stearate, Peg-100 Stearate, Fragrance, Cetearyl Glucoside, Dimethicone, Methyl Methacrylate Crosspolymer, Dipsacus Sylvestris Extract, Caprylyl Glycol, Ethylhexylglycerin, Tocopheryl Acetate, Cellulose, Disodium Edta, Sodium Hyaluronate, Alcohol, Eschscholtzia Californica Flower/Leaf/Stem Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Butylene Glycol, Diospyros Mespili - Formis Leaf Extract, Maltodextrin, Tetrasodium Edta, Sanicula Europaea Extract, Phenoxyethanol, Lapsana Communis Flower/Leaf/Stem Extract, Furcellaria Lumbricalis Extract, Sodium Citrate, Potassium Sorbate, Citric Acid, Glycolic Acid, Lactic Acid, Maris Sal/Sea Salt/Sel Marin, Polyvinyl Alcohol, Copper Palmitoyl Heptapeptide-14, Heptapeptide-15 Palmitate.",True,['Glyceryl Stearate']
